Index,Clue,Solution
106600,Camel from Afghanistan has the humps,bactrian
94458,Have insufficient funds and don't finish the course,runshort
129912,Path rather difficult claiming benefits in the end for poor Americans,trailertrash
120514,"Seized food back, having got shown the way",burgled
56274,Follow quiet girl round ancient city,pursue
102397,Bird that's said to play that game?,toucan
15557,Dodge Row,racket
39540,Not easily disturbed when it leaves fair,equable
14902,They improve vision by using longer test,lorgnettes
134465,Bloke gets the way things are done in small part of Cornwall,bodminmoor
7445,It's impertinent to get in so fast,insolent
46593,Blustering Trojan warrior cringes at heart,hectoring
59554,Gin - rampant disabler for earlier generations,mantrap
23136,Top course manager does this,cope
28991,Move to break concentration,disperse
98457,Wrongly posted to headquarters,depots
64920,"Minor difference in identical situation, finally",incidental
22858,Weaver caught in Peterloo massacre,loom
72862,"When confused, she'd appear out of kilter",pearshaped
45611,Something very enjoyable is still second best,scream
96252,Fabric that's soft is displayed in london School,plisse
66129,Zeus's lover had returned in state,idaho
110978,Climber creating a system of tracks on small mountain,hillary
73264,"Audible neigh, say, from horse at Hickstead?",refusal
107802,Some licks from a Gibson? On the contrary,mel
126053,"Pushy string player's action, having finished with acknowledgement of applause?",upbow
119770,I'd a way to help poorer countries,foreignaid
118352,Sands (new for start of athletics) settle,bench
70294,"It's bad, tucking into something to eat - very bad",devilish
40833,"Did brain operation, albeit with limited time",thought
68186,Set to work with new tutor after assembly,turnto
127586,"Among clues I do dreadfully, one is to be savoured",delicious
63273,Barrels used for target practice,butts
63662,"Unqualified, drunken fortune-teller",sheer
60867,Engineer reading about another soldier,grenadier
138023,Roman coins and dinosaur Einstein excavated,aurei
114262,Lacking a centre of gravity?,lighthearted
2367,Bubbly galore is found in women's quarters,seraglio
69395,Counterclaim as TV not functioning,setoff
125754,Keen to see monster swallowing vessel,biting
141347,"Bird, parrot's first sweetheart",plover
52037,Edited fifty diaries of Victorian novelist,disraeli
87237,Capsule incorrectly programmed for supporters at ground level,laceups
140190,Heading for touring car (no need for cab) - that's poetic,triolet
67210,Wader again following current,ibis
137780,Identify and approve,recognise
121472,One who perplexes could live with me,besetter
95422,Chemist called to give agricultural help,pharmacist
21679,Breather in the exercises required for a dive,plunge
23450,"Drink, long and light",flippant
7730,Rice familiarly covering carriages with new cadet wanting what isn't good for him,contraindicated
127023,Say copper on street in drag turned up for food?,eggcustard
97145,Hearing bums on seats …,audience
47702,"Wear this river, river wearing success",teeshirt
63740,Find touch,putonesfingeron
103574,"Name etched into a bracelet, possibly for a portable box",tabernacle
130528,Their victims got it in the neck,thugs
45198,"Apt clue, maybe, for feuding family",capulet
64620,No soldier given order for poison,venom
69866,Some of the altos carry on singing something by Puccini,tosca
13083,Slight injury is no handicap,scratch
20284,Susie opened front door and emerged,issued
41211,Dug up some strong fabric,denim
61773,Bear locked up inside craft,carpentry
126130,School has Germany blocking German with old chancellor,schmidt
75799,Italian magistrate has to follow direction,doge
24659,Baron bets foolishly when imbibing,absorbent
20959,Reorganise back row,rearrange
2722,"I arm USA criminal, an old swordsman",samurai
81354,Crucial point about children in pack,bunch
115569,Cuts covering sole of unusual old footwear,galoshes
12909,Want a little time,shortage
132303,Celebrated musician goes rocking through,segovia
135577,"Writing first version of paper, not out wearing women's clothes",drafting
61984,Strong drinks won't keep your legs warm,shorts
30577,Intended return of innocent child effectively starts,fiance
28762,A county handicap,lincolnshire
126300,"Old-fashioned ""please"" becoming tripe, eh?",prithee
51402,Pastry containing meat for picnic,clambake
119949,Actor sees drunken viscount caught out,ustinov
128210,Hitler's bodyguard held rigorous bodily pleasures,sexacts
51288,I am man gone to struggle,agamemnon
225,The French doctor with the peculiar kind of walk?,lambeth
46564,Doctor finds slimy mess in girl's dress,gymslip
70957,Sex goddess very exciting at first to students,venus
45274,Means to travel quickly? It's hard,carapace
117480,Votes for,yeses
127597,Said to be understood by few auditors,whispered
37413,Speaker keeps royal box for the organiser,orchestrator
81866,She may be recalled in pantomime,cinderella
132905,Food for drab grooms wandering round Swedish capital,smorgasbord
136006,Aired jumper on box (notice rest splitting),skippy
2385,Like have a degree in sums,adds
50146,Appropriate French square,seize
137238,"Tiny Tim's first single, oddly playing around America right now",instantly
141960,"Man impressed to have left sport, quiet epic hero",gilgamesh
36572,Character has sly look when holding Tourist Trophy,letter
42253,Dismal as a crocodile?,longfaced
28417,Perfect stage villain accepting money,imago
132145,To perform a pop genre really badly could mean quite a stretch,murderrap
29549,Deny making tour of women's prison earlier,newgate
140739,"Go on social network, head buried",witter
18413,Italian dish with instruction underneath in Italian,risotto
33716,Long stretch for deserter caught in Minorcan capital,marathon
51590,Pick out location,spot
55216,Come to terms to do with time-out,agree
126316,Leaving instructions about change of mind for green energy sources,windmills
42336,Provision for baby agreed during brief correspondence,layette
141200,The soul of Great North Run returns to Bury,enurn
140329,Fill with passion and have lofty aim?,fireup
94748,Wrong road for the mountain,sinai
71206,Instruments curbing long-term depression,doldrums
140667,"Other art, I suspect, is rougher",throatier
13282,A rule uniformly applied?,martiallaw
52339,"Burn unseen, as sculptor under sun",smoulder
51917,Total immersion is one day's work,noyade
89388,Port's responsible for smug Dan's kind heart,gdansk
66338,Upkeep's a personal problem; love is child's play,peekaboo
17185,Ball the West Indies' opener hit for six,white
52938,Social class? Sign of Labour ignoring southeast backing,order
27975,Repeat it in front of English judge,iterate
71749,Attempting something difficult,trying
14090,Nearest shop,next
33614,Deal with cars etc,traffic
46111,Cross section surveyed about opening feature,trapdoor
41071,Musicians and the like upheld in scriptures,octet
69527,"Ships and, in them, pirates",brigands
4224,"After a turnaround, one's trade boomed",resonated
140432,Egyptian in prison in France,caen
67724,Name man in power,arnhem
88162,Helpers in mess supply seconds,replenish
109969,Instrument scans round barrel,panpipes
139694,Fight with male judges and don't get picked to perform …,warmthebench
22877,First part of course postponed - very unusual,outre
43934,Chap beginning to imbibe cocktail,martini
138589,"In blue, fanatical football supporter",uefa
4623,Troops occupying shipshape Oriental ship,trireme
118351,Settle in court,bench
97878,I don't understand this strike in desperate times,itbeatsme
139857,Immoderate vices enlivened with sex close to bedtime,excessive
25686,Tenant has no right to come in,enter
124530,"Raised squadron leader, concerned with Children In Need, to adopt Mr Nazi's bully-boys?",stormtroopers
111300,"Texas city where herb covers kind of bread, half of loaf",sanangelo
27346,Animal kept by uncultivated country child,bushbaby
80905,"Gang found in Cheshire town, reportedly",crew
17642,Palmer's trek does brim over with awful years,pilgrimage
116983,"Like a dead parrot, held back by pheromones?",nomore
40380,It's hardly surprising there's a lack of awe,nowonder
142345,"With cases of holiday diarrhoea, tandoori ultimately contained tapeworm larva",hydatid
137516,It transfers rotations to wellie he'd thrown,idlewheel
128278,Live to become father,beget
47522,"Bloomer affecting most of nuptial agreement, essentially",petunia
29416,"Frenchwoman's distant, a bit of a cow, perhaps",loin
29528,A meeting of yes-men,agreement
125080,Classic Loach film about sex and birds,kites
35555,Bill joins Bill or retired performer,acrobat
62955,A bird in motion,astir
38974,The result of being stoned,hangover
114530,"Broken by nasty sequel, old lady is mocked",burlesqued
133129,Writer was emotionally affected by clue,felttip
131600,Pastoral events demanding reform,peasantsrevolt
89108,He keeps quiet about the waiter,preserver
61820,A feudal lord in Belgium,liege
102707,"Fortune-teller is back with Bill, we're told",sibyl
107348,Surprised comment on a conclusion of artery problem,coronary
88508,Appraisal Nutmeg's given in online post?,estimation
126238,Large fake with small checks,limitations
98119,"The British, perhaps, ponder limits to unilateralism",museum
104486,Costume made initially to get a part performance,rigmarole
18530,"Grumble: lacking money, say",utter
55693,Congress in recess - why?,nooky
38898,"Cool river by college, where memorable items are preserved",hippocampus
11185,No longer unit to be included?,ounce
74994,A Scottish couturier returns without mercury,aneroid
81300,Willing person put up timetable after trial,testator
22751,Radiation unit provides information after Head of Oncology participates in opening,roentgen
129548,"Stretcher required, as setter in decline?",downwarddog
113021,Entertainer's son's in what manner female?,showgirl
86225,"""Tuft"" becoming ""uft"" when written up?",tassel
66664,Hacks through grass that's kept down,repressed
128687,Most likely asleep after disheartening match,aptest
