Index,Clue,Solution,gemma_predicted
89790,"Party a scream, with Mary Poppins on Ecstasy",hootenanny,assemblage
111444,"A mother wants to be in the fashion, without exception",toaman,assemblage
78479,Having a stud of a sort in a singular article of clothing,stockbreeding,assemblage
118978,Resolve to have some exercise,workout,double definition
34928,Open a ruler up,ajar,assemblage
16672,"One demanding much interest in university, more reliable",usurer,assemblage
2201,Able to pay for a form of abuse,solvent,double definition
43447,Point to a hundred in stock that's prolific,fecund,container
105404,"Needle, say, reversed to make lace",getat,assemblage
7916,Ignore alarm bells echoing in error,sleepin,container
18598,Sailor is withering about passenger,seafarer,assemblage
74753,Italian town terrifying female novelist,gorgonzola,assemblage
61682,American thug pinches Nintendo console for child,godson,container
27839,As classical wool gatherers slaughter a runic goat,argonautic,anagram
134100,"Snobbish type going off before Derby, perhaps",highhat,assemblage
8033,Plain tart takes in Romeo's look,prairie,container
75425,"Reached high to marry, taking in royalty",towered,container
139869,A conceited specimen a woman may take in hand,vanitycase,assemblage
41277,Rough sketch showing an officer?,generaloutline,assemblage
60732,Squeeze mineral in abundance,galore,assemblage
132575,Scrap dealer keeps Ethel confused? Exactly!,totheletter,anagram
33225,Baseball player's casual clothing combination,shortstop,assemblage
7689,Twist a bit off the tree,olive,double definition
11296,Remedy in no way odd,nostrum,assemblage
62980,Host got up for this,elevation,double definition
129433,"Sloppy food? Get rid of it, we say",junket,assemblage
101251,Flat charge being made much smaller brought a tear,groundrent,assemblage
54837,"Doctor having admitted crime, it's curtains for him!",draper,container
47537,Good booze responsible for a lot of wind?,gale,assemblage
129430,"Hack wants initial hundred quid, maybe",chew,assemblage
122355,Note on hospital discharge,doh,assemblage
20807,Having taken on cargo at lake port...,laden,assemblage
47966,Forget how to take charge,overlook,double definition
118547,Most costly sword picked up between two streets,steepest,assemblage
142043,Where Pedro gets drinks bill when work's over?,posada,assemblage
62087,Animosity about responsibilities is concerning rogues,picaresque,container
70878,Lorry driver on traffic island,truckman,assemblage
70348,Fairness of eyes only half-visible when about to depart,equity,assemblage
85318,Crowds turning up for play about love,troops,container
81545,Stirring march tune may be what weary walkers long for,armchair,anagram
104768,"It's painful to hear what drinks cost, though not poor",barb,assemblage
67808,One with a peculiar attachment - perhaps she fits it,fetishist,anagram
68128,Stay with baby almost to the end,lastminute,assemblage
114810,Relative beings from an edge of space bounded by locators,sisters,container
89331,Farm animals we hear in city,stockholm,assemblage
90368,What they are is difficult to say,tonguetwisters,double definition
128642,"Emits gas skyward, securing incomplete image of sports icon",steffigraf,container
12734,"Panic, being about a hundred short",scarce,container
24728,"On change of trade, factory offers tedious work",treadmill,assemblage
31647,Entertained a thought,amused,assemblage
69809,Teach development in the glen,enlighten,container
101178,Almost the end of the match?,decreenisi,anagram
79037,Can active culture protect against disease?,vaccinate,container
101367,Gather it's petition time,pleat,assemblage
48463,Spooner an admirer of Sandy Wilson was he?,boyfriend,assemblage
53040,"Was not all there, as Greeks claim?",lostonesmarbles,double definition
108424,Get it and assume imprecise?,guesstimate,assemblage
133319,"Inexperienced male wildebeest conserving energy, trailing home",ingenu,assemblage
87103,Convict surrounded by a stack of booty,pillage,container
120110,Extremely rude group advanced in years is presented in a new way,repackaged,assemblage
103666,Lots of storage needed when Ms Roslin moves into French accommodation,gigabytes,container
104299,Start court proceedings,serve,double definition
35404,"Put ""Out of Order"" notes on kitchen stove",derange,assemblage
110447,I name this compound an irritant,histamine,anagram
99424,Not feeling pain in part of alimentary canal that is gas-generated,analgesia,assemblage
10189,"Dye brown paper, cutting top and bottom",anil,hidden word
63264,Practicable round safety device,ofuse,assemblage
53036,Tory leader has pain in bum,tail,assemblage
21701,Book in first-class accommodation for one in opposition,anti,container
119086,"No tricks, that's a promise",misere,double definition
27085,Very pretty is Peg when carrying little weight,twee,container
57783,Probe away to capture revolting peasant? Not right!,stylet,assemblage
83711,"Mayo destination cancelled, as imitation",knockoff,assemblage
34040,Company doctor is amusing when in theatre,comedic,assemblage
130972,Stupid types fail ultimately - as shown in school records,schleps,assemblage
85963,Spore producers of flower needing a hand up,uredia,assemblage
71661,I'm off to celebrate a narrow football victory?,cheerio,assemblage
122705,Unusual instances happening all the time,incessant,anagram
65514,"Drop suddenly, missing the first thrust",lunge,double definition
18967,It's used to catch small river fish,reel,double definition
22962,The Castilian comes into part of the story,relation,container
17796,One has got to go out in New Zealand,otago,hidden word
110475,"Fantastic scenery: when sun comes out, see the old city",cyrene,anagram
90522,Walk in nature's strange way,saunter,anagram
54432,Fifty-one scolded and set free,liberated,assemblage
111957,Torpedo carriers ordered to base,eboats,anagram
109395,It's hard to recall ingredients of country remedy,emery,anagram
36007,Drink up in the Vatican? Go carefully,cognac,assemblage
11421,Involving one's stomach in following a strict diet,gastric,hidden word
74518,Soldiers authorised to appropriate a vehicle - and appropriate's the word for it!,relevant,container
84417,Sound of crew receiving nowt?,moan,container
100066,Then hear dean get potty about old Bible and what's in it?,heavenandearth,anagram
102988,Lots of entrances for Father Christmas,stacks,double definition
85266,Model is bashful grabbing a pee,copy,container
29555,Alter formation? Not yet,later,anagram
87619,CNN hired a drunk with an impediment,hindrance,anagram
123776,Steal work left during work period,shoplift,container
131948,Office workers duck - article passes over,tealadies,assemblage
98889,Bristol sounds like a French port,breast,double definition
48837,Section of church used by Paisley,aisle,hidden word
52914,Doormats where shadows fall on institutions,dogsbodies,assemblage
87506,Head off tense argument,tiff,assemblage
949,A notion to be cast as the Merchant of Venice,antonio,anagram
57601,Animal makes nest in rubbish,rodent,container
61523,A bees' nest disturbed by non-attentive people?,absentees,anagram
54707,Cover for beast that eats cooked hams,yashmak,container
29619,Disappointed officer covers Estonia's premier with feathers,letdown,assemblage
27169,Make certain of result by capturing rook,ensure,container
127953,Cornered gnu dealt a blow,angulated,anagram
15902,Hard worker in the city sacked long ago,trojan,assemblage
115935,"Pasquale can have extreme anxiety, would you believe it?",ifever,assemblage
47449,Unknown girl raised god,zeus,assemblage
99040,Bind by inane church regulation?,enchain,anagram
18046,The chief has Jag - early model,archetype,assemblage
56956,"Leader having dropped right down, scrutinises excuses rather!",yesplease,assemblage
24183,One who didn't strike Shakespeare as a sword carrier,scabbard,assemblage
53960,Temper heard by the side of the road,kerb,double definition
91518,Bridge player takes smack that's most pure,whitest,container
102724,Beef for the incomplete Dickensian,steerforth,assemblage
116312,"Record holder wanting first prize, missing first, left with silver",oldlag,assemblage
108692,He's in no hurry to take over,slowbowler,assemblage
129849,Dessert created by small program with skill,appletart,assemblage
29718,"Funeral lament in cathedral, for example",elegy,double definition
124547,Repeat usual rubbish,parrot,assemblage
76468,Means of raising a flag,jack,double definition
32418,"In general, people possess nothing - royal speculation?",theory,assemblage
7107,Researcher is a rogue to experimental mice,academic,assemblage
99874,Rigid habit of old king caught in affair,armour,assemblage
107403,Still lacking subject for debate,motionless,assemblage
105970,Games on a particular day could be footy,pedate,assemblage
59792,I can't believe it when my bottom shows!,myfoot,double definition
12868,Log mania destroyed arboreal specimen,magnolia,anagram
30031,Mother of Paris seen in lake,mere,double definition
31710,What's this? Oddly coloured?,clue,hidden word
141648,Joke brings judge appalling disrepute,jeudesprit,anagram
66442,"Justly won as Ashes eventually were, it's said",earned,double definition
112618,Allen losing everything in Sin City,venice,container
