Index,Clue,Solution,Spaced_Solution
4508,Carried nothing in island,borneo,borneo
101061,Start to climb tree above a volcanic crater,caldera,caldera
128969,Indulge in huff,pet,pet
73084,"Centre of Torino, small Italian city",rimini,rimini
35606,Escapist looking for mixed choir round street,ostrich,ostrich
44313,"To the French, Gaunt's rebellion brought such a golden age",augustan,augustan
35937,One requiring a grand opening,pianist,pianist
20859,Warship in navy finally restored at sea,destroyer,destroyer
1078,"Vegetable, relative having caught cold, cut one",broccoli,broccoli
116106,Marie Stopes's housing sign,aries,aries
103469,Comedians' outing is usually good for a laugh,comicstrip,comic strip
100490,"Forest-dweller needs to feed, tucking into fruit",greatape,great ape
69758,Take out royal household,court,court
129348,"Brief encounter, at first, with one in Shropshire location",cluein,clue in
52777,Waste of a key public service,futility,futility
5772,Fabric produced by males,buckram,buckram
130982,"With little money, save Scrabble tiles",paves,paves
57463,Passes to Maradona,diego,diego
68424,Degenerate leader is out … way out,egress,egress
35676,"Finally, instrument with fret about to produce this sound",twang,twang
3427,Backward Maid of Orleans the French honour,ennoble,ennoble
105709,Cold fish on record in sticky wrapper,clingfilm,clingfilm
67132,A tide lifts vessel around point,neap,neap
114334,"Coming our way, property's in a position noticed coming up",alienees,alienees
100467,Spooner's curious admirer provides kitchenware,fryingpan,frying pan
115568,Look into deep cuts in protective wear,galoshes,galoshes
105745,Winner of Nobel Prize climbing a tree,sumac,sumac
40374,Others keep an alternative rendezvous,resort,resort
5629,It's almost modest to hesitate,demur,demur
86864,Boy and girl linesmen left pub out,esme,esme
97740,Description of high spots as fantastic orgy with Oprah,orography,orography
138028,Aardvarks are very hard to confine in storage building,earthhogs,earth hogs
123082,Min?,bottomlesspit,bottomless pit
48246,"Abhorrence of pain that varies, variable",antipathy,antipathy
138617,Friend who cleans out the stables?,mucker,mucker
69132,Lodge may be not so hectic,manic,manic
5112,Always accepting meal ticket for fresh fish,elver,elver
126010,Intimidated firm to form a union,cowed,cowed
135838,She's confused Euclid,dulcie,dulcie
141164,Fried food is a pig's ear - and then seconds!,hashbrowns,hash browns
25327,Brute when the sheet's turned back?,animal,animal
29478,Trade union gains prominence in school,tutor,tutor
122137,Fish bearing down with French head of state,seabass,sea bass
39024,Any number of years old?,aged,aged
63434,Motivate soldier in deceptively serene setting,energise,energise
83787,Seasonal listening for one awaiting a connection?,vivaldi,vivaldi
107491,"Michelle raised Sam, a boy with some deficiencies",obama,obama
86385,Warriors contributing little to slim pickings,impi,impi
56239,"Celebrity children, not one of them accepting the present",renown,renown
80462,New money's top in bureaucratic jargon,eurospeak,eurospeak
2513,Prompt small audible noise from animal,spur,spur
98258,Ghastly appeal for sanctuary has nothing in it,hideous,hideous
70372,A spirited community? Surely not!,ghosttown,ghost town
109650,"Cold in head spreading in January, perhaps - something needed to keep warm?",windcheater,windcheater
116727,Tire out/overcome leading fighter: two possible outcomes,eitheror,either or
18765,Man takes nuclear option requiring very hard work,herculean,herculean
49622,"Having two forms of saying ""unintelligent"" in Bow",dimorphic,dimorphic
64661,Mix socially in jobs newly started,hobnob,hobnob
71841,Possible place for grapevine gossip? Nice water,chateau,chateau
55601,Issue raised by union wanting official recognition,lovechild,lovechild
31209,Uncover point of chevron on sleeve,stripe,stripe
123158,Grotesque folk: is Cumbrian village guarded by them?,misshapen,misshapen
43695,Men on phone (mobile)? A remarkable thing!,phenomenon,phenomenon
24537,Block of stone in coalpit oddly disappearing in a few weeks,monolith,monolith
105892,"Good man goes to bed, overturning obligations",debts,debts
56415,Knock stupid exhibit,layout,layout
129145,Imagined very wise person embracing one in death,envisaged,envisaged
29845,Defeat - or quite the opposite,reverse,reverse
49804,"Island, rock all around, needs large projecting light",oriel,oriel
12494,Drop in the ocean and mountains turn quiet,splash,splash
117559,Join in a very loud number,affix,affix
35448,Home for the plain-dweller?,flat,flat
21837,David Jason's heart is captured by a fortune-teller,psalmist,psalmist
77224,Ceremony heard in good French city,brighton,brighton
13519,Reversing loco around this place in Norfolk,dereham,dereham
109826,Gosh! Poly's worried about start of current year - mind study,psychology,psychology
11461,Air display,parade,parade
112694,Contemporary copies held by literature professor,repro,repro
33589,Recluse formerly without issue,eremite,eremite
55740,Somewhat sooner,rather,rather
50633,Fellows curse what they have to put on,menswear,menswear
53367,Vile stuff entered into problem,sputum,sputum
9420,Good-looker from Ulster during Troubles?,adonis,adonis
58665,Silly girl that is going out,inane,inane
1741,Sort of saw for pine,fret,fret
101093,It's far from calming to emphasise the possibility of flu,stressful,stressful
55021,Clean bras sporting stickers,barnacles,barnacles
118233,Agrees one was wrong and buys a drink to set things right,standscorrected,stands corrected
86156,Aversion shows how Sid reverts to style,distaste,distaste
102965,Power remains with American governor,pasha,pasha
53561,"Lie, say, is found out without difficulty",easily,easily
132087,Use a particular number showing energy on the increase,etherise,etherise
132470,A foreign mother piled on the years without a blemish,undamaged,undamaged
78388,Outstanding impression make by drunken replacement,highrelief,high relief
22749,Camille is upset about an unsuitable marriage,misalliance,misalliance
115877,"They invite one to invest, which is what one does at great risk",trusts,trusts
137043,Dish served by prostitute,rosti,rosti
106344,"Small island in river, short and narrow",straiten,straiten
109392,Position of top of the house,ninetieth,ninetieth
56290,Sweet on little woman in dress,frock,frock
29879,Domain partial to a football team?,realm,realm
46012,"One might show contrition for auntie's bloomers, perhaps, and glee with ITC error",directorgeneral,director general
75334,"She gives her address and, if not, a lock of hair",oratress,oratress
57113,In the sphere of misdeeds this is a record,crimesheet,crime sheet
38743,Grandmaster containing one boy's stratagem,gimmick,gimmick
123296,At home having a ball around five - that's early,inadvance,in advance
26537,Trump losing papers here?,present,present
7284,Citadel produces a yield on bad soil,acropolis,acropolis
102533,Waste lives taking a little drink in fruit,dissipate,dissipate
7864,The range of radium in half of Northern Ireland,urals,urals
91605,Brent's made peculiar exclusions,debarments,debarments
18490,Anguish descriptive of Scrooge losing a pound,misery,misery
50268,Pour the tea on reaching platform?,bema,bema
102344,Introduction of gas with a European helping,aeration,aeration
54735,"Happy, oddly, caught up in extremely northern storm",typhoon,typhoon
103843,"Erected missile site north in Europe, you say",upsilon,upsilon
59203,Was the hidden cause of support for carpeting,underlay,underlay
137449,Big country with no coffee,americano,americano
4810,Non-starter that's Anglican relation,niece,niece
52014,English men in part of camp accommodation,tenement,tenement
12853,Processed meat from old sheep given to setter,pastrami,pastrami
49204,Be quick to get into alternative musical,oliver,oliver
128484,Bird during row starts to show some humility,lowliness,lowliness
27300,Rue losing head over a bird,egret,egret
59832,Wild herb found around Virginia,savage,savage
14437,Fight to have last of the jam,scrape,scrape
59038,Drawer of Cupid's bow?,lipstick,lipstick
9794,In a way that's recurring decimal?,often,often
11589,Didn't go much on Arthur's place!,camelot,camelot
123747,Plans favoured by nurses,intends,intends
110920,Prosperity's magical being surrounded by finely crafted goods,welfare,welfare
11471,"Animal amongst camel's ancestors, for example",lioness,lioness
77893,Holds sailor's balls,absorbs,absorbs
66361,"English saint, one going to a place that values Wisdom",albania,albania
112407,Consecutive atoms show fruit,tomato,tomato
8995,Pasting in a variety of works of art,paintings,paintings
60446,Agree to a very quiet changeover,approve,approve
73485,Start to sing in opera performance outside,openair,open air
36270,Remains of course herein for the setter?,doggybag,doggy bag
5219,Specify coat that's to be put on the door,nameplate,nameplate
47699,The growth of the fairytale,beanstalk,beanstalk
23857,Small fortune in hole,slot,slot
78228,"Play the politician, ousting queen",toy,toy
118817,Where to see what's on - and do?,centrallondon,central london
111937,Crook approaches diagonally,cornerways,cornerways
70105,"Aunt Sally, for example, may be legitimate prey",fairgame,fair game
99971,Pity a girl that's not all there!,alas,alas
55356,Skills he requires to make a suit,arts,arts
17840,"God of home, family and Hull's library?",larkin,larkin
92566,Inflowing currency?,floodtide,flood tide
1108,Control of leading character in soap,lever,lever
66842,What's worn by everyone going round is plain,llano,llano
101269,They gather in smoke-filled rooms,ashtrays,ashtrays
53195,Rank insect after fabric,sergeant,sergeant
2623,Safe after a botched rescue,secure,secure
128684,Woman in department retired in a huff,peeved,peeved
15991,Shake a bowl of cereal,brandish,brandish
137047,"Son faces hazard with extra heart, showing off",swagger,swagger
130383,Sisters bathing naked,wimmin,wimmin
31776,Maybe Morecambe's bounded by a mother country,america,america
48815,I'll tour around to find this artist,utrillo,utrillo
31841,Concocting half a breast and a wing,brewing,brewing
24676,Peevish on taking one day to get proof,testimony,testimony
51251,Tea amid honey rendered by angel,michael,michael
775,Has she got French luggage? Nothing worth mentioning,bagatelle,bagatelle
43961,A minor scholarship,award,award
79010,"United v City? Not energy-packed, City!",localderby,local derby
87117,Artist in copper,constable,constable
78217,"There's a fish on the rod, plain enough",pikestaff,pikestaff
82829,Liquor of unknown make?,brandy,brandy
53904,Evidence of a complaint uttered offended the Catholic Church,syndrome,syndrome
88829,He should make the list,cataloguer,cataloguer
123495,"Crop's taken up, including last of summer wine",syrah,syrah
16701,Cry out - to the police?,squeal,squeal
96709,"French port twinned with Bristol, on dit?",brest,brest
23628,The way in which one may charm,entrance,entrance
86640,It makes me sick when one's taken in by spoon-bending,poison,poison
38376,Copied for beginners to add page each day,aped,aped
78024,Jelly topped with drug brings excitement,spice,spice
14964,Divine lady currently in Oxford,isis,isis
